id,title,Rating,maincateg,platform,price1,actprice1,Offer %,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,Discount_Amount,cumulative_ratings
4299,Women Blue Wedges Sandal,4.3,Women,Flipkart,457,999,54.25,591.0,80.0,335.0,154.0,56.0,19,27,1,542,22536.099999999977
8228,CatBird Women's Loafers,4.0,Women,Amazon,497,499,0.4,228.0,116.0,11.0,5.0,9.0,21,54,0,2,22540.099999999977
1172,"Men's Patent Faux Leather Jutti's, Nagra's and Mojari's Mojaris For Men  (White)",3.9,Men,Flipkart,381,999,61.86,266.0,16.0,135.0,46.0,37.0,18,30,1,618,22543.999999999978
15280,HASTEN Niley Sneakers for Women,4.1,Women,Amazon,679,679,0.0,20.0,17.0,7.0,0.0,11.0,38,44,1,0,22548.099999999977
15650,Men Brown Casual Sandal,4.0,Men,Flipkart,379,999,62.06,3460.0,450.0,1723.0,848.0,448.0,167,274,1,620,22552.099999999977
15734,Men Brown Sports Sandal,4.1,Men,Flipkart,399,499,20.04,280.0,58.0,139.0,82.0,32.0,9,18,0,100,22556.199999999975
15072,Women Gold Wedges Sandal,3.8,Women,Flipkart,999,1690,40.89,73.0,9.0,26.0,28.0,6.0,5,8,1,691,22559.999999999975
20518,1712 Loafers For Men  (Black),4.1,Men,Flipkart,339,999,66.07,2375.0,285.0,1320.0,445.0,266.0,132,212,1,660,22564.099999999973
12886,Mojaris For Men  (Brown),4.2,Men,Flipkart,399,499,20.04,11.0,0.0,5.0,5.0,0.0,0,1,0,100,22568.299999999974
8350,Slides,4.1,Women,Flipkart,284,499,43.09,3060.0,455.0,1659.0,678.0,354.0,127,243,1,215,22572.399999999972
4762,Oxford For Women  (Black),5.0,Women,Flipkart,1399,3999,65.02,3.0,1.0,3.0,0.0,0.0,0,0,0,2600,22577.399999999972
7310,Fila Men's Crante Sneakers,3.8,Men,Amazon,781,1706,54.22,41.0,22.0,17.0,3.0,11.0,21,48,1,925,22581.19999999997
1910,Women Navy Heels Sandal,3.8,Women,Flipkart,399,999,60.06,1280.0,135.0,574.0,290.0,172.0,94,150,0,600,22584.99999999997
16489,Mojaris For Men  (Black),4.0,Men,Flipkart,670,999,32.93,76.0,8.0,45.0,11.0,5.0,6,9,0,329,22588.99999999997
20373,Combo Pack of 4 Latest Collection Stylish Casual Shoes Sneakers For Women  (Multicolor),3.8,Women,Flipkart,873,1996,56.26,208.0,31.0,93.0,46.0,23.0,16,30,1,1123,22592.79999999997
18327,Ankle Length & High Ankle Length Boots For Women  (Tan),4.1,Women,Flipkart,458,999,54.15,4721.0,763.0,2545.0,1002.0,522.0,234,418,0,541,22596.89999999997
780,Casuals For Men  (Black),3.8,Men,Flipkart,508,384,0.2,84.0,9.0,47.0,25.0,11.0,5,14,0,-124,22600.699999999968
18500,Women White Wedges Sandal,3.8,Women,Flipkart,489,499,2.0,1337.0,261.0,592.0,308.0,209.0,76,152,1,10,22604.499999999967
1214,Women Beige Heels Sandal,3.9,Women,Flipkart,664,999,33.53,789.0,106.0,413.0,135.0,84.0,59,98,1,335,22608.39999999997
13453,Men Brown Sandal,3.6,Men,Flipkart,297,1399,78.77,460.0,50.0,196.0,80.0,63.0,45,76,0,1102,22611.999999999967
14128,Flip Flops,3.5,Men,Flipkart,245,999,75.48,605.0,66.0,254.0,100.0,86.0,51,114,0,754,22615.499999999967
13690,170 Smart Grey Lace-Ups Casuals for Men Sneakers For Men  (Grey),4.0,Men,Flipkart,236,499,52.71,26948.0,2952.0,14763.0,4292.0,3069.0,1694,3130,1,263,22619.499999999967
5985,903-Latest sports Walking Shoes For Women  (Multicolor),4.2,Women,Flipkart,599,1199,50.04,28.0,2.0,17.0,5.0,3.0,1,2,1,600,22623.699999999968
17083,Slides,4.0,Women,Flipkart,229,499,54.11,211.0,27.0,111.0,42.0,23.0,12,23,0,270,22627.699999999968
2924,"MARVEL-21 For Men  (Green, Grey)",3.9,Men,Flipkart,474,599,20.87,6669.0,1112.0,3139.0,1518.0,1006.0,380,626,1,125,22631.59999999997
13122,Women Brown Wedges Sandal,3.9,Women,Flipkart,181,399,54.64,4988.0,629.0,2410.0,935.0,706.0,381,556,1,218,22635.49999999997
6139,Corporate Casuals For Men  (Brown),3.9,Men,Flipkart,664,1749,62.04,2594.0,362.0,1240.0,598.0,364.0,157,235,1,1085,22639.399999999972
1217,Women Gold Heels Sandal,4.2,Women,Flipkart,995,1895,47.49,15.0,1.0,9.0,4.0,0.0,0,2,0,900,22643.599999999973
8320,one8 V2 IDP Sneakers For Men  (White),4.2,Men,Flipkart,1979,3299,40.01,342.0,33.0,206.0,68.0,29.0,6,33,1,1320,22647.799999999974
1708,Slides,4.0,Men,Flipkart,299,499,40.08,527.0,59.0,296.0,73.0,61.0,37,60,0,200,22651.799999999974
19502,Running Shoes For Men  (Black),3.9,Men,Flipkart,349,999,65.07,390.0,26.0,222.0,46.0,37.0,28,57,0,650,22655.699999999975
5794,Slippers,3.7,Men,Flipkart,179,499,64.13,256.0,31.0,119.0,52.0,21.0,26,38,0,320,22659.399999999976
12696,Slip On For Women  (Black),4.7,Women,Flipkart,3999,7999,50.01,3.0,1.0,2.0,1.0,0.0,0,0,0,4000,22664.099999999977
5853,Slides,3.6,Women,Flipkart,237,599,60.43,17.0,3.0,7.0,2.0,4.0,2,2,0,362,22667.699999999975
7116,Men Tan Sandal,3.9,Men,Flipkart,314,999,68.57,133.0,15.0,59.0,31.0,24.0,6,13,0,685,22671.599999999977
1602,Women White Heels Sandal,4.2,Women,Flipkart,475,999,52.45,571.0,99.0,350.0,99.0,51.0,30,44,1,524,22675.799999999977
11080,"Casual , Partywear Sneakers Shoes For Men's And Boys White Color Party Wear For Men  (White)",3.9,Men,Flipkart,365,999,63.46,44015.0,5852.0,22533.0,8354.0,5555.0,2543,5030,1,634,22679.69999999998
4355,"Casuals For Men  (Black, Grey)",4.0,Men,Flipkart,557,999,44.24,14735.0,2244.0,7465.0,3412.0,1840.0,684,1334,1,442,22683.69999999998
14149,Fila Men's Bryant Sneakers,3.7,Men,Amazon,564,1597,64.68,79.0,40.0,15.0,11.0,10.0,20,44,1,1033,22691.59999999998
9209,ZOE PLUS Casuals For Women  (Grey),3.9,Women,Flipkart,599,649,7.7,43.0,5.0,24.0,6.0,4.0,1,8,1,50,22695.49999999998
9809,Traditional Wedding Bellies Jutis For Women  (Green),4.1,Women,Flipkart,499,999,50.05,41.0,13.0,20.0,11.0,7.0,0,3,1,500,22699.59999999998
7512,"Women SL-124 Navy Blue Pink Running Shoes For Women  (Navy, Pink)",4.3,Women,Flipkart,835,999,16.42,17117.0,2296.0,9662.0,5025.0,1421.0,366,643,1,164,22703.89999999998
16263,Women Bedroom Slipper Slippers,3.8,Women,Flipkart,224,699,67.95,198.0,25.0,98.0,33.0,24.0,14,29,0,475,22707.69999999998
203,Women Beige Heels Sandal,4.0,Women,Flipkart,1145,2672,53.87,169.0,20.0,113.0,53.0,34.0,6,13,0,1527,22711.69999999998
15731,Sneakers For Women  (Green),4.3,Women,Flipkart,499,1099,54.6,70.0,11.0,43.0,15.0,7.0,1,4,1,600,22715.999999999978
12526,SMASH Badminton Shoes For Men  (Blue),4.2,Men,Flipkart,1333,1990,33.02,2239.0,295.0,1270.0,547.0,229.0,62,131,1,657,22720.19999999998
1607,Men's Juit & Mojari | Faux leather juti | Mojari for mens | Casual formal party wear shoes Jutis For Men  (Tan),4.0,Men,Flipkart,499,1199,58.38,257.0,26.0,136.0,47.0,30.0,17,27,0,700,22724.19999999998
2429,"Walking Shoes For Women  (Black, Orange)",4.2,Women,Flipkart,674,1499,55.04,34652.0,5070.0,18680.0,9745.0,3350.0,1074,1803,1,825,22728.39999999998
2812,ATLANTA NEO Sneakers For Men (Grey)9 Casuals For Men  (Grey),3.8,Men,Flipkart,568,1999,71.59,2274.0,347.0,1049.0,518.0,283.0,142,282,1,1431,22732.19999999998
11308,Men SFG-2064 Navy Blue Flip Flops,4.1,Men,Flipkart,469,574,18.29,2087.0,257.0,1106.0,510.0,212.0,97,162,1,105,22736.299999999977
4516,Womens Comfort Stylish Trending with colorful Printed Slippers combo (Pack Of 6 pairs) size 8 Slippers,3.8,Women,Flipkart,340,1499,77.32,21004.0,2779.0,9695.0,3957.0,3172.0,1553,2623,0,1159,22740.099999999977
4696,Casuals For Men  (White),4.5,Men,Flipkart,379,999,62.06,8.0,1.0,6.0,0.0,2.0,0,0,0,620,22744.599999999977
4929,For Women  (White),3.9,Women,Flipkart,499,1299,61.59,54.0,3.0,26.0,13.0,4.0,4,7,0,800,22748.499999999978
16964,Slides,3.7,Men,Flipkart,151,499,69.74,862.0,99.0,418.0,122.0,117.0,64,141,0,348,22752.19999999998
2653,Jute Mojaris For Men  (Bronze),3.7,Men,Flipkart,399,499,20.04,292.0,49.0,122.0,60.0,44.0,24,42,0,100,22755.89999999998
8171,ZOE PLUS Casuals For Women  (Grey),3.9,Women,Flipkart,599,649,7.7,43.0,5.0,24.0,7.0,4.0,1,8,1,50,22759.79999999998
15299,Women Beige Wedges Sandal,4.1,Women,Flipkart,599,999,40.04,941.0,146.0,505.0,206.0,115.0,50,65,1,400,22763.89999999998
516,Slippers,3.8,Women,Flipkart,179,569,66.78,94.0,18.0,39.0,23.0,19.0,7,12,1,390,22767.69999999998
4089,"Red Back Open Jutis For Women  (Red, Gold)",4.1,Women,Flipkart,449,599,25.04,306.0,44.0,78.0,60.0,10.0,8,14,0,150,22771.799999999977
18231,Men Black Sports Sandal,4.0,Men,Flipkart,1249,2499,50.02,44.0,4.0,24.0,8.0,2.0,6,4,1,1250,22775.799999999977
2432,Casuals For Men  (Black),3.6,Men,Flipkart,399,999,60.06,888.0,64.0,469.0,86.0,68.0,77,188,0,600,22779.399999999976
10893,Jutis For Men  (Brown),3.9,Men,Flipkart,298,999,70.17,108.0,13.0,60.0,16.0,9.0,11,12,0,701,22783.299999999977
2349,Men Tan Sandal,4.0,Men,Flipkart,358,999,64.16,886.0,103.0,464.0,190.0,107.0,59,66,1,641,22787.299999999977
9052,Sports Mesh Running Shoes For Women  (Green),4.0,Women,Flipkart,756,899,15.91,937.0,130.0,448.0,257.0,101.0,42,89,1,143,22791.299999999977
18806,Women Black Heels Sandal,4.3,Women,Flipkart,871,999,12.81,159.0,22.0,102.0,28.0,9.0,11,9,1,128,22795.599999999977
17752,Running Shoes For Men  (Blue),4.1,Men,Flipkart,499,999,50.05,306.0,13.0,24.0,60.0,5.0,0,5,1,500,22799.699999999975
10652,Women Black Heels Sandal,4.0,Women,Flipkart,420,699,39.91,11852.0,1891.0,5571.0,3028.0,1562.0,625,1066,1,279,22803.699999999975
19756,Trendy and Comfortable Bellies For Women  (Multicolor),3.9,Women,Flipkart,499,699,28.61,218.0,31.0,116.0,34.0,30.0,10,28,0,200,22811.399999999976
20905,1679 Casual Nagra Mojaris For Men  (Tan),3.8,Men,Flipkart,296,499,40.68,915.0,99.0,448.0,141.0,129.0,52,145,1,203,22815.199999999975
10722,Bellies For Women  (Black),3.8,Women,Flipkart,278,499,44.29,3202.0,412.0,1476.0,615.0,479.0,223,409,1,221,22818.999999999975
7352,"punjabi jutti , nagra , nagra shoes , kurta shoes , jutti , mojari Jutis For Men  (Blue)",5.0,Men,Flipkart,300,499,39.88,3.0,0.0,3.0,0.0,0.0,0,0,0,199,22823.999999999975
7621,Women Beige Wedges Sandal,4.1,Women,Flipkart,704,899,21.69,37.0,2.0,16.0,15.0,2.0,3,1,1,195,22828.099999999973
4250,Women Black Heels Sandal,4.4,Women,Flipkart,475,999,52.45,444.0,79.0,284.0,86.0,38.0,18,18,1,524,22832.499999999975
16428,S-CROSS Casuals For Men  (Navy),4.3,Men,Flipkart,899,999,10.01,3095.0,445.0,1795.0,764.0,275.0,102,159,0,100,22836.799999999974
16013,Boots For Women  (Black),4.5,Women,Flipkart,499,999,50.05,53.0,8.0,37.0,10.0,5.0,0,2,0,500,22841.299999999974
4858,EMERGO RUNNER LP Running Shoes For Men  (Blue),4.3,Men,Flipkart,1649,2999,45.02,6739.0,958.0,3902.0,1767.0,567.0,204,299,1,1350,22845.599999999973
13420,"Combo Pack of 2 Casual Shoes Loafers For Men  (Brown, Black)",3.9,Men,Flipkart,474,998,52.51,68439.0,9069.0,35264.0,11423.0,9137.0,4511,8104,1,524,22849.499999999975
7122,Women Black Heels Sandal,4.2,Women,Flipkart,679,799,15.02,446.0,66.0,243.0,120.0,41.0,15,32,0,120,22856.999999999975
8436,Women Tan Flats Sandal,4.0,Women,Flipkart,349,655,46.72,12171.0,1876.0,6417.0,2513.0,1469.0,729,1043,0,306,22860.999999999975
18152,Women Off White Flats Sandal,4.1,Women,Flipkart,279,699,60.09,1555.0,226.0,828.0,354.0,198.0,84,89,0,420,22865.099999999973
891,Men Tan Sandal,3.1,Men,Flipkart,786,2531,65.77,153.0,21.0,48.0,16.0,29.0,19,20,0,1745,22868.19999999997
4652,Men Grey Clogs Sandal,3.8,Men,Flipkart,292,999,70.77,3419.0,359.0,1526.0,741.0,488.0,246,418,1,707,22871.99999999997
5919,Training & Gym Shoes For Men  (Blue),4.3,Men,Flipkart,399,999,60.06,9.0,2.0,0.0,0.0,0.0,0,0,1,600,22876.29999999997
4099,CAMRO-400 Casuals For Men  (Grey),3.5,Men,Flipkart,367,499,26.45,606.0,78.0,260.0,78.0,85.0,60,123,1,132,22879.79999999997
5096,Red Silk Sharwani Jutti Jutis For Men  (Red),3.6,Men,Flipkart,388,699,44.49,74.0,12.0,27.0,19.0,12.0,7,9,0,311,22883.39999999997
5321,"SM-162 Navy Blue Walking Shoes,Training Shoes,Sneakers,Loafers,Canvas Shoes,Casual Shoes,Sneakers For Men  (Navy)",4.1,Men,Flipkart,474,499,5.01,15622.0,2450.0,8238.0,3546.0,1887.0,713,1238,1,25,22887.499999999967
1386,Sparx Women's Sx0124l Running Shoes,4.4,Men,Amazon,807,999,19.22,283.0,131.0,4.0,3.0,5.0,29,59,1,192,22891.89999999997
19133,"Walking shoes,Casual Sneakers For Men  (Green)",4.1,Men,Flipkart,399,999,60.06,841.0,124.0,503.0,137.0,92.0,38,71,1,600,22895.999999999967
20580,Men Burgundy Sandal,4.0,Men,Flipkart,378,900,58.0,15086.0,1984.0,7643.0,3227.0,1989.0,807,1420,1,522,22899.999999999967
15309,Flip Flops,3.8,Women,Flipkart,482,1499,67.85,125.0,12.0,59.0,22.0,23.0,6,15,0,1017,22903.799999999967
2492,"Women Natural, Brown Wedges Sandal",4.1,Women,Flipkart,569,1249,54.44,31.0,1.0,16.0,9.0,3.0,0,3,1,680,22907.899999999965
7767,"Boost Running Shoes For Men  (Black, Orange)",4.1,Men,Flipkart,527,999,47.25,1117.0,171.0,588.0,264.0,144.0,52,69,1,472,22911.999999999964
5069,"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,Flipkart,790,949,16.75,3223.0,472.0,1738.0,875.0,324.0,107,179,1,159,22916.199999999964
12413,Women Black Heels Sandal,4.2,Women,Flipkart,1599,1699,5.89,1399.0,263.0,884.0,240.0,119.0,36,120,0,100,22920.399999999965
6037,"Angel-04 Casual sneakers for ladies | sports shoes for women | Running shoes for girls stylish latest design new fashion | Lace up Lightweight grey shoes for jogging, walking, gym & party Walking Shoes For Women  (Grey)",4.1,Women,Flipkart,649,999,35.04,6217.0,992.0,3101.0,1630.0,761.0,275,450,1,350,22924.499999999964
16268,Perfect Stylish Girls Casual Shoes Sneakers For Women  (Grey),4.0,Women,Flipkart,269,499,46.09,5380.0,822.0,2753.0,1102.0,694.0,306,516,1,230,22928.499999999964
16971,Women's Black Ghungroo Punjabi Jutti Handmade Khussa Shoes Ethnic Mojari Flat Ballerina Jutis For Women  (Black),4.3,Women,Flipkart,1399,1795,22.06,13.0,1.0,7.0,3.0,3.0,0,0,0,396,22932.799999999963
13071,Women Brown Wedges Sandal,4.2,Women,Flipkart,389,999,61.06,746.0,80.0,417.0,167.0,94.0,33,36,1,610,22936.999999999964
8379,Women Beige Heels Sandal,4.0,Women,Flipkart,382,799,52.19,2795.0,380.0,1362.0,670.0,390.0,154,219,0,417,22940.999999999964
8335,"Skypy-31 Walking Shoes,Training Shoes,Sneakers,Loafers,Canvas Shoes,Casual Shoes,Sneakers Canvas Shoes For Men  (Grey)",4.0,Men,Flipkart,549,599,8.35,47428.0,7254.0,24211.0,10788.0,5941.0,2302,4186,1,50,22944.999999999964
13660,Women Multicolor Heels Sandal,3.8,Women,Flipkart,180,781,76.95,3524.0,464.0,1806.0,515.0,444.0,286,467,1,601,22948.799999999963
14848,Half Cut Clogs Mule Shoe Clogs For Men  (Beige),2.6,Men,Flipkart,777,999,22.22,5.0,0.0,1.0,0.0,1.0,2,1,1,222,22951.39999999996
14665,"COMBO-(2)-CR2-BLKGREY Running Shoes For Men  (Black, Grey)",3.7,Men,Flipkart,499,1498,66.69,57.0,5.0,31.0,7.0,4.0,2,13,0,999,22955.099999999962
12216,Outdoors For Men  (Beige),4.1,Men,Flipkart,568,999,43.14,862.0,100.0,504.0,146.0,98.0,40,74,1,431,22959.19999999996
14399,WoudLand By Zixer Exclusive Formal shoes for Men Slip On For Men  (Brown),3.9,Men,Flipkart,499,999,50.05,196.0,34.0,97.0,45.0,17.0,12,25,1,500,22963.099999999962
9128,Men Navy Sports Sandal,4.1,Men,Flipkart,672,799,15.89,3385.0,463.0,1903.0,722.0,345.0,146,269,1,127,22967.19999999996
19537,AXEL Slip On Shoes For Men  (Black),3.9,Men,Flipkart,1029,1499,31.35,468.0,69.0,213.0,118.0,60.0,31,46,0,470,22971.099999999962
2119,Women Navy Sports Sandal,4.2,Women,Flipkart,1621,2495,35.03,711.0,64.0,399.0,173.0,53.0,29,57,1,874,22975.299999999963
9223,Mens Formal Brown Shoe Slip On For Men  (Brown),3.8,Men,Flipkart,474,999,52.55,1866.0,288.0,880.0,354.0,263.0,138,231,0,525,22979.099999999962
9344,Training & Gym Shoes For Men  (Black),3.8,Men,Flipkart,332,1999,83.39,440.0,41.0,227.0,67.0,50.0,34,62,0,1667,22982.89999999996
14868,Amico Men's Sneaker,3.7,Men,Amazon,499,499,0.0,50.0,21.0,11.0,11.0,12.0,33,34,0,0,22986.599999999962
2045,Magnet Strap Mesh Shoe Walking Shoes For Men  (Navy),3.7,Men,Flipkart,412,1499,72.52,2000.0,230.0,917.0,309.0,290.0,163,321,0,1087,22990.299999999963
16441,"punjabi jutti , nagra , nagra shoes , jutti , jalsa , mojari , rajasthani jutti Jutis For Men  (Blue)",3.7,Men,Flipkart,269,499,46.09,211.0,33.0,105.0,33.0,23.0,10,40,0,230,22993.999999999964
11759,Flip Flops,4.1,Women,Flipkart,299,599,50.08,41.0,9.0,19.0,13.0,5.0,3,1,1,300,23002.39999999996
3539,Women Red Bellies Sandal,3.9,Women,Flipkart,254,599,57.6,343.0,77.0,166.0,78.0,45.0,17,37,0,345,23006.299999999963
14773,Slippers,3.9,Women,Flipkart,299,499,40.08,136.0,19.0,65.0,24.0,26.0,12,9,1,200,23010.199999999964
4078,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,496,625,20.64,372.0,68.0,201.0,79.0,51.0,11,26,1,129,23014.299999999963
3902,Women Maroon Wedges Sandal,4.1,Women,Flipkart,499,999,50.05,51.0,5.0,30.0,8.0,6.0,4,3,1,500,23018.39999999996
20138,Oxford For Men  (Black),4.1,Men,Flipkart,1649,5499,70.01,370.0,42.0,187.0,103.0,36.0,11,33,1,3850,23022.49999999996
16577,Peacock Feather Design Jutis For Women  (Navy),3.7,Women,Flipkart,409,799,48.81,3.0,0.0,1.0,1.0,0.0,1,0,0,390,23026.19999999996
13273,CLAIRE (Collector's Edition) Running Shoes For Women  (Green),4.4,Women,Flipkart,1049,1299,19.25,2666.0,464.0,1687.0,662.0,176.0,53,86,1,250,23030.599999999962
5560,Bellies For Women  (Gold),3.6,Women,Flipkart,499,799,37.55,8.0,0.0,3.0,3.0,0.0,0,2,0,300,23034.19999999996
15796,PERRY (L) Running Shoes For Women  (Black),4.1,Women,Flipkart,649,699,7.15,954.0,158.0,461.0,300.0,107.0,37,53,1,50,23041.79999999996
1089,"Mojaris For Women  (Purple, Red, Green, Blue, Pink, Orange)",3.9,Women,Flipkart,501,999,49.85,306.0,129.0,150.0,163.0,99.0,53,84,1,498,23049.69999999996
8982,Women Silver Heels Sandal,4.2,Women,Flipkart,479,999,52.05,112.0,19.0,67.0,22.0,9.0,3,11,0,520,23053.89999999996
8214,"Latest Ladies Inner High Heel Sports SUP Lace Running Shoes,Super Soft and comfortable Sneakers Running Shoes For Women  (Pink)",4.3,Women,Flipkart,990,1599,38.09,2092.0,433.0,1344.0,401.0,155.0,59,130,1,609,23058.19999999996
1484,BLOSUM Running Shoes For Women  (Green),4.1,Women,Flipkart,1049,1399,25.02,81.0,10.0,36.0,31.0,6.0,3,4,1,350,23062.29999999996
9242,Dixy Sneakers For Women  (Pink),3.9,Women,Flipkart,699,1499,53.37,9.0,0.0,5.0,2.0,0.0,0,2,1,800,23066.19999999996
18970,Men's Ethnic Sky Blue Jute Jutti Mojaris For Men  (Blue),4.0,Men,Flipkart,399,499,20.04,35.0,3.0,21.0,3.0,4.0,3,4,0,100,23070.19999999996
17451,Men's Black Synthetic Leather Daily Casual Slides,4.1,Men,Flipkart,249,499,50.1,8409.0,1139.0,4788.0,1470.0,948.0,459,744,1,250,23074.29999999996
18600,Jalsa Nagra Juti/jutti for Men /Casual shoes for men Ethnic Mule For Men  (Brown),4.2,Men,Flipkart,379,999,62.06,24.0,3.0,15.0,4.0,2.0,1,2,0,620,23078.49999999996
17826,Slides,4.1,Women,Flipkart,1399,2499,44.02,159.0,18.0,92.0,31.0,11.0,8,17,1,1100,23082.59999999996
3295,Womens casual Comfort high heel (Pack of 3) Flip Flops,3.8,Women,Flipkart,474,2499,81.03,87.0,12.0,38.0,16.0,18.0,4,11,1,2025,23086.399999999958
5463,Women Black Bellies Bellies For Women  (Black),4.3,Women,Flipkart,239,699,65.81,36.0,8.0,23.0,7.0,3.0,2,2,0,460,23090.699999999957
16212,Training & Gym Shoes For Men  (Grey),4.0,Men,Flipkart,2999,4999,40.01,74.0,13.0,46.0,9.0,6.0,2,11,1,2000,23094.699999999957
11740,Women Casual Boots For Girls Boots For Women  (Black),4.4,Women,Flipkart,499,999,50.05,534.0,102.0,332.0,115.0,53.0,13,21,0,500,23099.09999999996
16140,Running Shoes Jutis For Women  (Multicolor),4.2,Women,Flipkart,349,999,65.07,192.0,15.0,109.0,41.0,24.0,4,14,0,650,23103.29999999996
20765,Women Grey Flats Sandal,4.1,Women,Flipkart,257,1299,80.22,550.0,90.0,307.0,123.0,55.0,22,43,0,1042,23107.399999999958
11972,STONIC Running Shoes For Men  (Black),4.2,Men,Flipkart,1399,1499,6.67,4485.0,672.0,2622.0,1027.0,407.0,158,271,1,100,23111.59999999996
8805,Men Brown Sandal,4.2,Men,Flipkart,380,399,4.76,968.0,138.0,506.0,267.0,106.0,37,52,1,19,23115.79999999996
18794,Running Shoes For Men  (Multicolor),3.7,Men,Flipkart,426,999,57.36,824.0,83.0,424.0,106.0,87.0,68,139,0,573,23119.49999999996
15782,Sapience Long Boot for womens Boots For Women  (Tan),4.0,Women,Flipkart,499,999,50.05,507.0,68.0,252.0,119.0,68.0,25,43,0,500,23123.49999999996
3281,SOCKS Casuals For Men  (Black),4.1,Men,Flipkart,474,999,52.55,79916.0,11704.0,43373.0,17943.0,9337.0,3381,5882,1,525,23127.59999999996
17150,Nike Men's Liteforce III Sneakers,3.9,Men,Amazon,1715,1715,0.0,267.0,199.0,11.0,8.0,9.0,17,54,1,0,23131.49999999996
14599,SL 164 Walking Shoes For Women  (Blue),4.4,Women,Flipkart,899,999,10.01,1944.0,345.0,1198.0,528.0,121.0,38,59,1,100,23135.89999999996
9783,Women's Leather Ankle Boots For Women  (White),4.8,Women,Flipkart,449,999,55.06,4.0,1.0,3.0,1.0,0.0,0,0,0,550,23140.69999999996
14894,Boots For Women  (Beige),3.8,Women,Flipkart,419,499,16.03,774.0,106.0,358.0,158.0,99.0,55,104,0,80,23144.49999999996
17050,LEATHER SUEDE SHOE For Women  (Brown),3.6,Women,Flipkart,1086,2799,61.2,18.0,1.0,6.0,6.0,1.0,3,2,1,1713,23148.09999999996
955,Women Tan Flats Sandal,3.9,Women,Flipkart,374,598,43.2,274.0,28.0,213.0,39.0,15.0,17,13,1,224,23151.99999999996
6864,Loafers For Men  (White),3.9,Men,Flipkart,269,499,46.09,3010.0,381.0,1566.0,500.0,339.0,191,414,1,230,23155.89999999996
19611,AERYS FLIP Flip Flops,4.2,Men,Flipkart,844,1299,35.03,169.0,25.0,95.0,38.0,20.0,5,11,1,455,23160.099999999962
10200,Women Pink Flats Sandal,4.1,Women,Flipkart,264,1299,79.68,1735.0,208.0,882.0,420.0,212.0,103,118,0,1035,23164.19999999996
6362,"507 Walking Shoes For Women  (Pink, Black)",4.2,Women,Flipkart,499,599,16.69,134.0,28.0,71.0,35.0,19.0,4,7,1,100,23168.39999999996
17663,Kolhapuris For Men Jutis For Men  (Brown),4.1,Men,Flipkart,249,999,75.08,239.0,21.0,135.0,41.0,30.0,13,20,0,750,23172.49999999996
13203,Flat Bellies For Women's Bellies For Women  (Black),4.5,Women,Flipkart,499,899,44.49,20.0,5.0,14.0,4.0,1.0,0,1,0,400,23176.99999999996
17585,Flip Flops,3.7,Men,Flipkart,240,815,70.55,11778.0,1311.0,5087.0,2359.0,1592.0,878,1862,0,575,23180.69999999996
18522,Ketava Graphic v2 IDP Slippers,4.3,Men,Flipkart,818,1399,41.53,2876.0,265.0,1759.0,639.0,231.0,70,177,1,581,23184.99999999996
18131,Men Blue Clogs Sandal,3.8,Men,Flipkart,292,999,70.77,3419.0,359.0,1526.0,741.0,488.0,246,418,1,707,23188.79999999996
8342,Sneakers For Women  (Pink),4.3,Women,Flipkart,679,1699,60.04,200.0,34.0,122.0,38.0,19.0,11,9,1,1020,23196.99999999996
1080,Women Brown Heels Sandal,3.9,Women,Flipkart,449,999,55.06,137.0,23.0,61.0,40.0,13.0,4,19,1,550,23200.89999999996
8592,"WMNS TODOS Running Shoes For Women  (White, Pink)",4.4,Women,Flipkart,2397,3995,40.0,559.0,79.0,373.0,112.0,36.0,13,25,1,1598,23205.299999999963
200,"Women SL-124 Navy Blue Pink Running Shoes For Women  (Navy, Pink)",4.3,Women,Flipkart,859,893,16.42,17117.0,2296.0,2571.0,2628.0,1582.0,586,1175,1,34,23209.599999999962
10315,Running Shoes For Men  (Blue),4.1,Men,Flipkart,590,1999,70.49,31080.0,4702.0,16396.0,7666.0,3642.0,1283,2093,1,1409,23213.69999999996
15823,Women Tan Heels Sandal,3.7,Women,Flipkart,379,699,45.78,872.0,122.0,380.0,197.0,119.0,58,123,0,320,23217.39999999996
7635,Flip Flops,3.7,Women,Flipkart,299,1598,81.29,216.0,23.0,96.0,38.0,34.0,20,28,0,1299,23221.099999999962
7273,VJ694 Bellies For Women  (White),3.7,Women,Flipkart,863,1499,42.43,3.0,1.0,2.0,0.0,0.0,0,1,0,636,23224.799999999963
13204,SKECH-LAB - LET'S WANDER Walking Shoes For Women  (Grey),4.6,Women,Flipkart,4549,6499,30.0,32.0,9.0,23.0,6.0,1.0,2,0,1,1950,23229.39999999996
20916,Women Gold Bellies Sandal,4.0,Women,Flipkart,284,1299,78.14,25.0,3.0,14.0,3.0,4.0,2,2,0,1015,23233.39999999996
1530,Mode XT Iridescent TZ Wns Training & Gym Shoes For Women  (Blue),4.3,Women,Flipkart,1995,6999,71.5,71.0,10.0,49.0,6.0,8.0,4,4,1,5004,23237.69999999996
